"","sentence","token","duration","occlusions","participant","time","is_trill","no_occlusions","level"
"1133","14","norte","45","approximant","sp1_P7E","PRE","tap","a","sp1"
"1134","15","soplar","85","approximant","sp1_P7E","PRE","tap","a","sp1"
"1135","16","furia","94","approximant","sp1_P7E","PRE","tap","a","sp1"
"1136","17","pero","85","approximant","sp1_P7E","PRE","tap","a","sp1"
"1137","20","esplendor ","86","approximant","sp1_P7E","PRE","tap","a","sp1"
"1138","21","arrojó","103","0","sp1_P7E","PRE","trill","0","sp1"
"1139","22","norte","53","approximant","sp1_P7E","PRE","tap","a","sp1"
"1140","23","reconocer","36","0","sp1_P7E","PRE","trill","0","sp1"
"1141","24","reconocer","79","approximant","sp1_P7E","PRE","tap","a","sp1"
"1142","25","superioridad","83","approximant","sp1_P7E","PRE","tap","a","sp1"
"1143","1","Roberto","83","2","sp1_P8E","POST","trill","2","sp1"
"1144","2","Roberto","22","1 True","sp1_P8E","POST","tap","1","sp1"
"1145","3","para","22","1 True","sp1_P8E","POST","tap","1","sp1"
"1146","4","América","18","1 True","sp1_P8E","POST","tap","1","sp1"
"1147","5","Caribe","23","1 True","sp1_P8E","POST","tap","1","sp1"
"1148","6","pérdida","26","1 True","sp1_P8E","POST","tap","1","sp1"
"1149","7","región","105","3","sp1_P8E","POST","trill","3","sp1"
"1150","8","relacionada","114","3","sp1_P8E","POST","trill","3","sp1"
"1151","9","rápida","98","2","sp1_P8E","POST","trill","2","sp1"
"1152","10","tierras","90","3","sp1_P8E","POST","trill","3","sp1"
"1153","11","para","26","1 True","sp1_P8E","POST","tap","1","sp1"
"1154","12","pérdida","22","1 True","sp1_P8E","POST","tap","1","sp1"
"1155","13","desarrollo","120","4","sp1_P8E","POST","trill","4","sp1"
"1156","14","infraestructura","25","1 True","sp1_P8E","POST","tap","1","sp1"
"1157","15","relacionada","118","3","sp1_P8E","POST","trill","3","sp1"
"1158","16","carreteras","97","3","sp1_P8E","POST","trill","3","sp1"
"1159","17","carreteras","25","1 True","sp1_P8E","POST","tap","1","sp1"
"1160","18","para","25","1 True","sp1_P8E","POST","tap","1","sp1"
"1161","19","carros","98","3","sp1_P8E","POST","trill","3","sp1"
"1162","20","carrozas","118","3","sp1_P8E","POST","trill","3","sp1"
"1163","21","rotundo ","97","3","sp1_P8E","POST","trill","3","sp1"
"1164","22","productor","23","1 True","sp1_P8E","POST","tap","1","sp1"
"1165","23","materia","27","1 True","sp1_P8E","POST","tap","1","sp1"
"1166","24","relevante","77","1","sp1_P8E","POST","trill","1","sp1"
"1167","25","minería","20","1 True","sp1_P8E","POST","tap","1","sp1"
"1168","26","por","24","1 True","sp1_P8E","POST","tap","1","sp1"
"1169","1","norte","27","1 True","sp1_P8E","POST","tap","1","sp1"
"1170","2","acerca","25","1 True","sp1_P8E","POST","tap","1","sp1"
"1171","3","sería","20","1 True","sp1_P8E","POST","tap","1","sp1"
"1172","4","fuerte","17","1 True","sp1_P8E","POST","tap","1","sp1"
"1173","5","repente","114","3","sp1_P8E","POST","trill","3","sp1"
"1174","6","viajero","24","1 True","sp1_P8E","POST","tap","1","sp1"
"1175","7","verlo","27","1 True","sp1_P8E","POST","tap","1","sp1"
"1176","8","convinieron","26","1 True","sp1_P8E","POST","tap","1","sp1"
"1177","9","primero","26","1 True","sp1_P8E","POST","tap","1","sp1"
"1178","10","consiguiera","25","1 True","sp1_P8E","POST","tap","1","sp1"
"1179","11","quitarle","23","1 True","sp1_P8E","POST","tap","1","sp1"
"1180","12","seria","24","1 True","sp1_P8E","POST","tap","1","sp1"
"1181","13","fuerte","16","1 True","sp1_P8E","POST","tap","1","sp1"
"1182","14","norte","23","approximant","sp1_P8E","POST","tap","a","sp1"
"1183","15","soplar","28","1 True","sp1_P8E","POST","tap","1","sp1"
"1184","16","furia","24","1 True","sp1_P8E","POST","tap","1","sp1"
"1185","17","pero","20","1 True","sp1_P8E","POST","tap","1","sp1"
"1186","18","aferraba","118","3","sp1_P8E","POST","trill","3","sp1"
"1187","19","norte","19","1 True","sp1_P8E","POST","tap","1","sp1"
"1188","20","esplendor ","19","1 True","sp1_P8E","POST","tap","1","sp1"
"1189","21","arrojó","90","3","sp1_P8E","POST","trill","3","sp1"
"1190","22","norte","19","1 True","sp1_P8E","POST","tap","1","sp1"
"1191","23","reconocer","106","2","sp1_P8E","POST","trill","2","sp1"
"1192","24","reconocer","25","approximant","sp1_P8E","POST","tap","a","sp1"
"1193","1","Roberto","39","1","sp1_P8E","PRE","trill","1","sp1"
"1194","2","Roberto","20","1 True","sp1_P8E","PRE","tap","1","sp1"
"1195","3","para","29","1 True","sp1_P8E","PRE","tap","1","sp1"
"1196","4","América","21","1 True","sp1_P8E","PRE","tap","1","sp1"
"1197","5","Caribe","24","1 True","sp1_P8E","PRE","tap","1","sp1"
"1198","6","pérdida","25","1 True","sp1_P8E","PRE","tap","1","sp1"
"1199","7","región","32","1","sp1_P8E","PRE","trill","1","sp1"
"1200","8","relacionada","31","1","sp1_P8E","PRE","trill","1","sp1"
"1201","9","rápida","39","1","sp1_P8E","PRE","trill","1","sp1"
"1202","10","tierras","34","1","sp1_P8E","PRE","trill","1","sp1"
"1203","11","para","28","1 True","sp1_P8E","PRE","tap","1","sp1"
"1204","12","pérdida","55","approximant","sp1_P8E","PRE","tap","a","sp1"
"1205","13","desarrollo","70","2","sp1_P8E","PRE","trill","2","sp1"
"1206","14","infraestructura","44","approximant","sp1_P8E","PRE","tap","a","sp1"
"1207","15","relacionada","47","1","sp1_P8E","PRE","trill","1","sp1"
"1208","16","carreteras","109","3","sp1_P8E","PRE","trill","3","sp1"
"1209","17","carreteras","26","1 True","sp1_P8E","PRE","tap","1","sp1"
"1210","18","para","26","1 True","sp1_P8E","PRE","tap","1","sp1"
"1211","19","carros","66","2","sp1_P8E","PRE","trill","2","sp1"
"1212","20","carrozas","80","2","sp1_P8E","PRE","trill","2","sp1"
"1213","21","rotundo ","24","1","sp1_P8E","PRE","trill","1","sp1"
"1214","22","productor","25","1 True","sp1_P8E","PRE","tap","1","sp1"
"1215","23","materia","39","1 True","sp1_P8E","PRE","tap","1","sp1"
"1216","24","relevante","58","0","sp1_P8E","PRE","trill","0","sp1"
"1217","25","minería","31","approximant","sp1_P8E","PRE","tap","a","sp1"
"1218","26","por","64","approximant","sp1_P8E","PRE","tap","a","sp1"
"1219","1","norte","31","1 True","sp1_P8E","PRE","tap","1","sp1"
"1220","2","acerca","31","1 True","sp1_P8E","PRE","tap","1","sp1"
"1221","3","sería","32","approximant","sp1_P8E","PRE","tap","a","sp1"
"1222","4","fuerte","21","1 True","sp1_P8E","PRE","tap","1","sp1"
"1223","5","repente","27","1","sp1_P8E","PRE","trill","1","sp1"
"1224","6","viajero","29","1 True","sp1_P8E","PRE","tap","1","sp1"
"1225","7","verlo","34","approximant","sp1_P8E","PRE","tap","a","sp1"
"1226","8","convinieron","42","approximant","sp1_P8E","PRE","tap","a","sp1"
"1227","9","primero","29","1 True","sp1_P8E","PRE","tap","1","sp1"
"1228","10","consiguiera","28","1 True","sp1_P8E","PRE","tap","1","sp1"
"1229","11","quitarle","74","approximant","sp1_P8E","PRE","tap","a","sp1"
"1230","12","seria","32","approximant","sp1_P8E","PRE","tap","a","sp1"
"1231","13","fuerte","34","approximant","sp1_P8E","PRE","tap","a","sp1"
"1232","14","norte","32","approximant","sp1_P8E","PRE","tap","a","sp1"
"1233","15","soplar","27","1 True","sp1_P8E","PRE","tap","1","sp1"
"1234","16","furia","35","approximant","sp1_P8E","PRE","tap","a","sp1"
"1235","17","pero","21","1 True","sp1_P8E","PRE","tap","1","sp1"
"1236","18","aferraba","63","2","sp1_P8E","PRE","trill","2","sp1"
"1237","19","norte","20","1 True","sp1_P8E","PRE","tap","1","sp1"
"1238","20","esplendor ","42","approximant","sp1_P8E","PRE","tap","a","sp1"
"1239","21","arrojó","67","2","sp1_P8E","PRE","trill","2","sp1"
"1240","22","norte","30","1 True","sp1_P8E","PRE","tap","1","sp1"
